RecipeName	BelongSchool	DesignLevel	RecipeExplain	RecipeID	RecipeLevel	Type	IsSystemRecipe	IsEquipmentRecipe	SkillRecipeType	SkillType	SkillID	SkillLevel	PrepareFramesAdd	PrepareFramesPercent	CoolDownAdd1	CoolDownAdd2	CoolDownAdd3	MinRadiusAdd	MaxRadiusAdd	CostLifeAddPercent	CostManaAddPercent	CostRageAdd	CostEnergyAdd	CostStaminaAdd	CostTrainAdd	DamageAddPercent	ScriptFile
《音·宫_伤害》秘诀断篇镜像	长歌	2	增加会心	4441	1				0		1																秘笈\增加会心3分.lua
《音·宫_伤害》秘诀绝章镜像	长歌	3	增加会心	4442	1				0		1																秘笈\增加会心4分.lua
《音·宫_治疗》经脉图残页镜像	长歌	1	减少运功时间	4443	1				0		1		-2														
《音·宫_治疗》经脉图断篇镜像	长歌	2	减少运功时间	4444	1				0		1		-2														
《音·宫_治疗》真传残页镜像	长歌	1	招式施展距离	4445	1				0		1								128								
《音·宫_治疗》人偶图残页镜像	长歌	1	疗伤成效提高	4446	1				0		1															30	
《音·宫_治疗》人偶图断篇镜像	长歌	2	疗伤成效提高	4447	1				0		1															41	
《音·宫_治疗》秘诀残页镜像	长歌	1	会心提高	4448	1				0		1																秘笈\增加会心2分.lua
《音·宫_治疗》秘诀断篇镜像	长歌	2	会心提高	4450	1				0		1																秘笈\增加会心3分.lua
《音·宫_治疗》秘诀绝章镜像	长歌	3	会心提高	4451	1				0		1																秘笈\增加会心4分.lua
雷霆变充能	七秀镇派	1		4452	1	3			0		558				0												七秀/秘笈/雷霆变充能.lua
王母变充能	七秀镇派	1		4453	1	3			0		569				0												七秀/秘笈/王母变充能.lua
回血飘摇移动减读条	七秀镇派	1		4454	1	3	0	0	0	0	18222	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	七秀\秘笈\七秀_回血飘摇立即治疗.lua
破坚阵距离增加	天策镇派	1		4455	1	3	0	0	0	0	426	0	0	1024	0	0	0	0	704	0	0	0	0	0	0	0	
破重围击倒目标猛击	天策镇派	1		4456	1	3	0	0	0	0	15163	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	天策\秘笈\破重围_猛击.lua
水榭花盈减cd	七秀镇派	1		4457	1	3	0	0	0	0	18585	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	七秀/秘笈/水榭子技能换CD.lua
归酣_上将军印减消耗	霸刀镇派	1		4458	1	3	0	0		0	16627	0	0	1024	-120	0	0	0	0	0	0	-5	0	0	0	0	
超凡入圣_净世破魔击伤害提高	明教镇派	1		4459	1	3			3967		3967															205	
日月齐光_交替用轮日轮效果增强	明教镇派	1		4460	1	3			0		1															358	
日月齐光_交替用轮月轮效果增强	明教镇派	1		4461	1	3			0		1															358	
测试用	五毒镇派	1		4462	1	3					6237																五毒\镇派\测试用1.lua
冻土_增加坚壁清野首跳伤害	霸刀镇派	1		4463	1	3	0	0	16621	0	16621	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	410	
新万世不竭会心提高	纯阳镇派	1		4464	1	3			18640		18640				0				0							0	纯阳\镇派\万世增强.lua
飞龙在天加伤害	丐帮镇派	1		4465	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	1229	
神龙摆尾加伤害	丐帮镇派	1		4466	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	154	
四象轮回伤害提高5%	纯阳镇派	1		4467	1	3			367		367				0				0							41	
四象轮回伤害提高10%	纯阳镇派	1		4468	1	3			367		367				0				0							82	
四象轮回伤害提高15%	纯阳镇派	1		4469	1	3			367		367				0				0							123	
四象轮回伤害提高20%	纯阳镇派	1		4470	1	3			367		367				0				0							164	
四象轮回伤害提高25%	纯阳镇派	1		4471	1	3			367		367				0				0							205	
两仪化形伤害提高5%	纯阳镇派	1		4472	1	3			301		301				0				0							41	
两仪化形伤害提高10%	纯阳镇派	1		4473	1	3			301		301				0				0							82	
两仪化形伤害提高15%	纯阳镇派	1		4474	1	3			301		301				0				0							123	
两仪化形伤害提高20%	纯阳镇派	1		4475	1	3			301		301				0				0							164	
两仪化形伤害提高25%	纯阳镇派	1		4476	1	3			301		301				0				0							205	
景行_九溪弥烟增加调息	藏剑镇派	1		4477	1	3	0	0	0	0	1579	0	0	1024	360	0	0	0	0	0	0	0	0	0	0	0	
江海凝光伤害提高10%	七秀镇派	1		4478	1	3			553		553															154	
宫伤害提升	长歌镇派	1		4479	1	3	0	0	14064	0	14064	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	61	
宫伤害提升2	长歌镇派	1		4480	1	3	0	0	14064	0	14064	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	122	
宫伤害提升3	长歌镇派	1		4481	1	3	0	0	14064	0	14064	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	183	
怜光_重剑听雷伤害提高	藏剑镇派	1	效果加强	4482	1	3			0		1															205	
怜光_夕照雷峰伤害提高	藏剑镇派	1	效果加强	4483	1	3			0		1															205
怜光_云飞玉皇伤害提高	藏剑镇派	1	效果加强	4484	1	3			0		1															205	
怜光_风来吴山伤害提高	藏剑镇派	1	效果加强	4485	1	3			0		1															205	
风来吴山调息降低	藏剑镇派	2	减调息时间	4486	1	3			0		1				-480							0				0	
用晦而明_背刺破魔伤害提高	明教镇派	1		4487	1	3			3967		3967															102	
双消耗_日破伤害提高	明教镇派	1		4488	1	3			3967		3967															512	
双消耗_月破伤害提高	明教镇派	1		4489	1	3			3967		3967															512	
杯水减cd	长歌镇派	1		4490	1	3	0	0	0	0	1	0	0	1024	-480	0	0	0	0	0	0	0	0	0	0	0	
快雪伤害提高	万花镇派	1		4491	1	3			2636		2636										0					82	
快雪伤害提高	万花镇派	1		4492	1	3			2636		2636										0					164	
快雪伤害提高	万花镇派	1		4493	1	3			2636		2636										0					246	
变徵争簇	长歌镇派	1		4494	1	3					1															0	长歌\镇派\争簇_徵降低作用间隔.lua
变宫伤害提高吟唱增加	长歌镇派	1		4495	1	3			0		1															1229	长歌\镇派\宫增加吟唱时间.lua
变宫伤害增加5尺距离	长歌镇派	1		4497	1	3			14298		14298								320								
变徵伤害增加5尺距离	长歌镇派	1		4498	1	3			14299		14299								320								
变宫治疗增加5尺距离	长歌镇派	1		4499	1	3			14300		14300								320								
变徵治疗增加5尺距离	长歌镇派	1		4500	1	3			14301		14301								320								
相纸变徵争簇	长歌镇派	1		4501	1	3			14301		14301															0	长歌\镇派\争簇_徵降低作用间隔.lua
怜光_鹤归孤山伤害提高	藏剑镇派	1	效果加强	4502	1	3			0		1															205	
怜光_松舍问霞伤害提高	藏剑镇派	1	效果加强	4503	1	3			0		1															205	
战意提高5%穿云伤害	天策镇派	1		4504	1	3			400		400															51	
战意提高10%穿云伤害	天策镇派	1		4504	2	3			400		400															102	
战意提高15%穿云伤害	天策镇派	1		4504	3	3			400		400															154	
战意提高20%穿云伤害	天策镇派	1		4504	4	3			400		400															205	
战意提高25%穿云伤害	天策镇派	1		4504	5	3			400		400															256	
战意提高5%龙吟伤害	天策镇派	1		4505	1	3			403		403															51	
战意提高10%龙吟伤害	天策镇派	1		4505	2	3			403		403															102	
战意提高15%龙吟伤害	天策镇派	1		4505	3	3			403		403															154	
战意提高20%龙吟伤害	天策镇派	1		4505	4	3			403		403															205	
战意提高25%龙吟伤害	天策镇派	1		4505	5	3			403		403															256	
战意提高5%龙牙伤害	天策镇派	1		4506	1	3			415		415															51	
战意提高10%龙牙伤害	天策镇派	1		4506	2	3			415		415															102	
战意提高15%龙牙伤害	天策镇派	1		4506	3	3			415		415															154	
战意提高20%龙牙伤害	天策镇派	1		4506	4	3			415		415															205	
战意提高25%龙牙伤害	天策镇派	1		4506	5	3			415		415															256	
战意提高5%灭伤害	天策镇派	1		4507	1	3			423		423															51	
战意提高10%灭伤害	天策镇派	1		4507	2	3			423		423															102	
战意提高15%灭伤害	天策镇派	1		4507	3	3			423		423															154	
战意提高20%灭伤害	天策镇派	1		4507	4	3			423		423															205	
战意提高25%灭伤害	天策镇派	1		4507	5	3			423		423															256	
浮云_风场增加风车消耗	藏剑镇派	1		4508	1	3					1645											30					
浮云_风场增加风车消耗	藏剑镇派	1		4509	1	3					18333											30					
碧归_原地风车减消耗	藏剑镇派	1		4510	1	3					18333											-100					
鲸鱼大招加距离	唐门镇派	1		4511	1	3			18672		18672								640								
田螺大招加距离	唐门镇派	1		4512	1	3			18675		18675								640								
怜光_层云风来吴山伤害提高	藏剑镇派	1	效果加强	4513	1	3			0		1															205	
PVP无相诀反弹减CD	装备	1		4514	1	1					18164				-96												
蚀肌弹飞天加距离	唐门镇派	1		4515	1	3			3105		18776								640								
夺魄箭飞天加距离	唐门镇派	1		4516	1	3			3095		18779								640								
PVE无相诀反弹减CD	装备	1		4517	1	1			18164		31906				-160												
《西河剑器·雷霆震怒》详解残页	七秀	1		4518	1	0	0	0	558	0	558	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	秘笈\增加命中1分.lua
《西河剑器·雷霆震怒》详解断篇	七秀	1		4519	1	0	0	0	558	0	558	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	秘笈\增加命中2分.lua
《西河剑器·雷霆震怒》详解绝章	七秀	1		4520	1	0	0	0	558	0	558	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	秘笈\增加命中3分.lua
天地根增强飞剑	纯阳镇派	1		4521	1	3					1																纯阳\镇派\天地根增强飞剑.lua
《北冥剑气·万世不竭》参悟残页镜像	纯阳	1		4522	1						1															31	
《北冥剑气·万世不竭》参悟断篇镜像	纯阳	2		4523	1						1															41	
《北冥剑气·万世不竭》参悟绝章镜像	纯阳	3		4524	1						1															51	
《北冥剑气·万世不竭》详解残页镜像	纯阳	1		4525	1						1																秘笈\增加命中2分.lua
《北冥剑气·万世不竭》注解残页镜像	纯阳	1		4526	1						1										-51						
《北冥剑气·万世不竭》注解断篇镜像	纯阳	2		4527	1						1										-102						
万世不竭调息降低	纯阳镇派	1		4528	1	3					18640				-128				0							0	
气剑伤害提高75%	纯阳镇派	1		4529	1	3			18640		18640				0				0							338	
《点穴截脉·厥阴指》详解残页	万花	1		4530	1				183		183																秘笈\增加命中1分.lua
《点穴截脉·厥阴指》详解断篇	万花	1		4531	1				183		183																秘笈\增加命中2分.lua
《点穴截脉·厥阴指》详解绝章	万花	1		4532	1				183		183																秘笈\增加命中3分.lua
醉舞加治疗和距离	五毒镇派	1		4533	1	3	0	0	2233	0	2233	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	102	五毒\秘笈\五毒_醉舞九天_增加AOE距离.lua
追命箭飞天加距离	唐门镇派	1		4534	1	3			3096		18801								640								
鹤归伤害提高	藏剑镇派	1		4535	1	3			0		1											-20				307	
天女散花飞天加距离	唐门镇派	1		4536	1	3			3106		18802								640								
千机变加距离	唐门镇派	1		4537	1	3			3109		18803								640								唐门\镇派\飞天目标点技能加范围.lua
天绝地灭加距离	唐门镇派	1		4538	1	3			3108		18804								640								唐门\镇派\飞天目标点技能加范围.lua
暗藏杀机飞天加距离	唐门镇派	1		4539	1	3			0		3111								640								唐门\镇派\飞天目标点技能加范围.lua
裂石弩飞天加距离	唐门镇派	1		4540	1	3			0		18809								640								
逐星箭飞天加距离	唐门镇派	1		4541	1	3			3101		18810								640								
穿心弩飞天加距离	唐门镇派	1		4542	1	3			3098		18811								640								
裂石弩单体飞天加距离	唐门镇派	1		4543	1	3			0		18812								640								
临渊蹈河减调息	霸刀镇派	1		4544	1	3			0		1				0												
生死劫必会心	明教镇派	1		4545	1	3	0	0	3966	0	3966	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	明教\镇派\生死劫必会心.lua
净世破魔击必会心	明教镇派	1		4546	1	3	0	0	3967	0	3967	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	明教\镇派\净世破魔击必会心.lua
驱夜断愁调息提高	明教镇派	1		4547	1	3	0	0	0	0	3979	0	0	1024	32	0	0	0	0	0	0	0	0	0	0	0	
清绝影歌降低调息	长歌镇派	1		4548	1	3	0	0	0	0	1	0	0	1024	-960	0	0	0	0	0	0	0	0	0	0	0	
一跳Dot快雪伤害单次提高	万花镇派	1		4549	1	3			2636		2636										0					102	
2秒百足伤害提高20%	五毒镇派	1		4550	1	3					18700																五毒\90级奇穴\百足提高伤害.lua
藏剑_任务_啸日	测试	1		4551	1	3	0	0	0	0	1656	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	藏剑/秘笈/藏剑_任务_啸日.lua
藏剑_任务_夕照雷峰	测试	1		4552	1	3	0	0	0	0	1600	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	藏剑/秘笈/藏剑_任务_夕照雷峰.lua
风来吴山会心会效10%	藏剑镇派	1		4553	1	3			0		1																藏剑\秘笈\风来吴山10%会心会效.lua
蝎心读条加伤害10%	五毒镇派	2		4554	1	3			2209		2209															102	
蝎心读条加伤害20%	五毒镇派	2		4555	1	3			2209		2209															205	
蝎心读条加伤害30%	五毒镇派	2		4556	1	3			2209		2209															307	
蝎心Dot伤害提高10%	五毒镇派	1		4557	1	3	0	0	6621	0	6621	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	五毒\镇派\蝎心Dot伤害10%.lua
蝎心Dot伤害提高20%	五毒镇派	1		4558	1	3	0	0	6621	0	6621	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	五毒\镇派\蝎心Dot伤害20%.lua
蝎心Dot伤害提高30%	五毒镇派	1		4559	1	3	0	0	6621	0	6621	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	五毒\镇派\蝎心Dot伤害30%.lua
音朗_变宫10%伤害	长歌镇派	1		4560	1	3			14298		14298																长歌\镇派\音朗_宫增加10%伤害.lua
号钟_变宫会心会效10%	长歌镇派	1		4561	1	3			14298		14298																长歌\镇派\音朗_宫增加10%会心会效.lua
飞帆_变徵不被打退伤害提高10%	长歌镇派	1		4562	1	3			14299		14299															0	长歌\镇派\飞帆_徵运功不被打退伤害提高10%.lua
变徵伤害提高20%	长歌镇派	1		4563	1	3					1															307	
变徵伤害提高40%	长歌镇派	1		4564	1	3					1															706	
变徵伤害提高60%	长歌镇派	1		4565	1	3					1															1226	
变徵伤害提高80%	长歌镇派	1		4566	1	3					1															1901	
变徵伤害提高100%	长歌镇派	1		4567	1	3					1															2778	
变徵伤害提高120%	长歌镇派	1		4568	1	3					1															3918	
变宫伤害提升	长歌镇派	1		4569	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	61	
变宫伤害提升2	长歌镇派	1		4570	1	3	0	0	14298	0	14298	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	122	
变宫伤害提升3	长歌镇派	1		4571	1	3	0	0	14298	0	14298	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	183	
书离_变徵无视目标50%内功防御等级	长歌镇派	1		4572	1	3					1																
雪海_变宫治疗10%	长歌镇派	1		4573	1	3			0		1																长歌\镇派\音朗_宫增加10%治疗.lua
红隙_变宫会心会效10%	长歌镇派	1		4574	1	3			14300		14300																长歌\镇派\红隙_宫增加10%会心会效.lua
太和_变徵不被打退治疗效果提高10%	长歌镇派	1		4575	1	3			0		1															204	长歌\镇派\太和_徵运功不被打退治疗提高10%.lua
徵治疗提高20%	长歌镇派	1		4576	1	3			14301																	307	
徵治疗提高40%	长歌镇派	1		4577	1	3			14301																	614	
徵治疗提高60%	长歌镇派	1		4578	1	3			14301																	922	
徵治疗提高80%	长歌镇派	1		4579	1	3			14301																	1229	
徵治疗提高100%	长歌镇派	1		4580	1	3			14301																	1536	
徵治疗提高120%	长歌镇派	1		4581	1	3			14301																	1843	
织心_变徵会心几率提高10%	长歌镇派	1		4582	1	3			14301		14301																长歌\镇派\织心_徵会心几率提高10%.lua
叠刃伤害提高	纯阳镇派	1		4583	1	3					600																纯阳\镇派\叠刃伤害实际提高.lua
青冠_快雪会心会效提升5%	万花镇派	1		4584	1	3			2636		2636										0					0	万花\镇派\快雪会心会效提升5%.lua
青冠_快雪会心会效提升10%	万花镇派	1		4585	1	3			2636		2636										0					0	万花\镇派\快雪会心会效提升10%.lua
青冠_快雪会心会效提升15%	万花镇派	1		4586	1	3			2636		2636										0					0	万花\镇派\快雪会心会效提升15%.lua
穿心弩伤害提高	唐门镇派	1		4587	1	3			3098		3098															0	唐门\镇派\穿心弩_加伤害.lua
追命箭无视防御	唐门镇派	1	增加效果	4588	1	3			3096		3096																唐门\秘笈\唐门_追命箭_忽视50%外防.lua
鲸鱼大招减读条	唐门镇派	1		4589	1	3			18672		18672								0								唐门\秘笈\唐门_百里追魂减读条.lua
《降龙掌·亢龙有悔》秘诀残页远程镜像	丐帮	1	增加会心	4590	1				1		1																秘笈\增加会心3分.lua
《降龙掌·亢龙有悔》秘诀断篇远程镜像	丐帮	2	增加会心	4591	1				1		1																秘笈\增加会心4分.lua
《降龙掌·亢龙有悔》参悟残页远程镜像	丐帮	1	增加伤害	4592	1				1		1															31	
《降龙掌·亢龙有悔》参悟断篇远程镜像	丐帮	2	增加伤害	4593	1				1		1															41	
《降龙掌·亢龙有悔》参悟绝章远程镜像	丐帮	3	增加伤害	4594	1				1		1															51	
《降龙掌·亢龙有悔》人偶图残页远程镜像	丐帮	1	增加效果	4595	1				0		1																丐帮\秘籍\《降龙掌·亢龙有悔》人偶图残页_加防5%.lua
《降龙掌·亢龙有悔》人偶图断篇远程镜像	丐帮	2	增加效果	4596	1				0		1																丐帮\秘籍\《降龙掌·亢龙有悔》人偶图断篇_加AP10%.lua
鲸鱼CW减追命箭吟唱	唐门镇派	1		4597	1	3	0	0	0	0	1	0	-24	1024	0	0	0	0	0	0	0	0	0	0	0	0	
劫刀10%会心会效	苍云镇派	1		4598	1	3			13052		13052								128								苍云\90级奇穴\劫刀会心会效10%.lua
飞天双追命	唐门镇派	1		4599	1	3					18801																唐门\90级奇穴\高气血追命.lua
天地根移动万世无视防御	纯阳镇派	1		4600	1	3					1																纯阳\镇派\天地根增强飞剑.lua
移动气剑伤害提高75%	纯阳镇派	1		4601	1	3			18796		18796				0				0							338	
万世不竭10%PVE	装备	2	增加伤害	4602	1	1			18796		18796															102	
移动万世不竭调息降低	纯阳镇派	1		4603	1	3					18796				-128				0							0	
风来吴山命中2人伤害递减	藏剑镇派	1		4604	1	3			18333		18333															-51	
风来吴山命中3人伤害递减	藏剑镇派	1		4605	1	3			18333		18333															-112	
风来吴山命中4人伤害递减	藏剑镇派	1		4606	1	3			18333		18333															-174	
风来吴山命中5人伤害递减	藏剑镇派	1		4607	1	3			18333		18333															-225	
风来吴山命中6人伤害递减	藏剑镇派	1		4608	1	3			18333		18333															-286	
风来吴山命中7人伤害递减	藏剑镇派	1		4609	1	3			18333		18333															-348	
风来吴山命中8人伤害递减	藏剑镇派	1		4610	1	3			18333		18333															-399	
风来吴山命中9人伤害递减	藏剑镇派	1		4611	1	3			18333		18333															-460	
风来吴山命中10人伤害递减	藏剑镇派	1		4612	1	3			18333		18333															-512	
六合独尊命中2人伤害递减	纯阳镇派	1		4613	1	3			368		368															-51	
六合独尊命中3人伤害递减	纯阳镇派	1		4614	1	3			368		368															-112	
六合独尊命中4人伤害递减	纯阳镇派	1		4615	1	3			368		368															-174	
六合独尊命中5人伤害递减	纯阳镇派	1		4616	1	3			368		368															-225	
六合独尊命中6人伤害递减	纯阳镇派	1		4617	1	3			368		368															-286	
毒杀95%伤害	唐门镇派	1		4618	1	3	0	0	3367	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-51	
毒杀89%伤害	唐门镇派	1		4619	1	3	0	0	3367	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-113	
毒杀83%伤害	唐门镇派	1		4620	1	3	0	0	3367	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-174	
毒杀77%伤害	唐门镇派	1		4621	1	3	0	0	3367	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-225	
天绝地灭95%伤害	唐门镇派	1		4622	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-51	
天绝地灭89%伤害	唐门镇派	1		4623	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-113	
天绝地灭83伤害	唐门镇派	1		4624	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-174	
天绝地灭77%伤害	唐门镇派	1		4625	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-225	
天绝地灭71%伤害	唐门镇派	1		4626	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-287	
天绝地灭66%伤害	唐门镇派	1		4627	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-345	
天绝地灭60%伤害	唐门镇派	1		4628	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-403	
天绝地灭54%伤害	唐门镇派	1		4629	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-461	
天绝地灭50%伤害	唐门镇派	1		4630	1	3	0	0	3108	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-512	
坚壁清野95%伤害	霸刀镇派	1		4631	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-51	
坚壁清野89%伤害	霸刀镇派	1		4632	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-113	
坚壁清野83%伤害	霸刀镇派	1		4633	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-174	
坚壁清野77%伤害	霸刀镇派	1		4634	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-225	
坚壁清野71%伤害	霸刀镇派	1		4635	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-287	
坚壁清野66%伤害	霸刀镇派	1		4636	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-345	
坚壁清野60%伤害	霸刀镇派	1		4637	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-403	
坚壁清野54%伤害	霸刀镇派	1		4638	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-461	
坚壁清野50%伤害	霸刀镇派	1		4639	1	3	0	0	0	0	16794	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	-512	
鲸鱼CW飞天追命箭减CD	唐门镇派	1		4640	1	3	0	0	0	0	1	0	-24	1024	0	0	0	0	0	0	0	0	0	0	0	0	
利针额外驱散	万花镇派	1		4641	1	3			2654		2654				-160						-512					0	万花\镇派\利针增强.lua
《霓裳羽衣·王母挥袂》参悟残页	七秀	1		4642	1	0	0	0	569	0	569	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《霓裳羽衣·王母挥袂》参悟断篇	七秀	1		4643	1	0	0	0	569	0	569	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《霓裳羽衣·王母挥袂》参悟绝章	七秀	1		4644	1	0	0	0	569	0	569	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	41	
《霓裳羽衣·王母挥袂》秘诀残页	七秀	1		4645	1	0	0	0	569	0	569	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	秘笈\增加会心2分.lua
《霓裳羽衣·王母挥袂》秘诀断篇	七秀	1		4646	1	0	0	0	569	0	569	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	秘笈\增加会心3分.lua
《霓裳羽衣·王母挥袂》秘诀绝章	七秀	1		4647	1	0	0	0	569	0	569	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	秘笈\增加会心4分.lua
《霓裳羽衣·王母挥袂》人偶图断篇	七秀	1		4648	1	0	0	0	0	0	569	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
破风穿云提高15%伤害	天策镇派	1		4649	1	3			400		400															307	
奶毒灵蛊加CD	五毒镇派	1		4650	1	3			18584		18584	1			160												
二跳Dot快雪伤害单次提高	万花镇派	1		4651	1	3			2636		2636										0					204	
三跳Dot快雪伤害单次提高	万花镇派	1		4652	1	3			2636		2636										0					307	
四跳Dot快雪伤害单次提高	万花镇派	1		4653	1	3			2636		2636										0					410	
五跳Dot快雪伤害单次提高	万花镇派	1		4654	1	3			2636		2636										0					512	
六跳Dot快雪伤害单次提高	万花镇派	1		4655	1	3			2636		2636										0					614	
七跳Dot快雪伤害单次提高	万花镇派	1		4656	1	3			2636		2636										0					717	
八跳Dot快雪伤害单次提高	万花镇派	1		4657	1	3			2636		2636										0					819	
九跳Dot快雪伤害单次提高	万花镇派	1		4658	1	3			2636		2636										0					922	
十跳Dot快雪伤害单次提高	万花镇派	1		4659	1	3			2636		2636										0					1024	
十一跳Dot快雪伤害单次提高	万花镇派	1		4660	1	3			2636		2636										0					1126	
十二跳Dot快雪伤害单次提高	万花镇派	1		4661	1	3			2636		2636										0					1229	
十三跳Dot快雪伤害单次提高	万花镇派	1		4662	1	3			2636		2636										0					1331	
十四跳Dot快雪伤害单次提高	万花镇派	1		4663	1	3			2636		2636										0					1434	
十五跳Dot快雪伤害单次提高	万花镇派	1		4664	1	3			2636		2636										0					1536	
十六跳Dot快雪伤害单次提高	万花镇派	1		4665	1	3			2636		2636										0					1638	
十七跳Dot快雪伤害单次提高	万花镇派	1		4666	1	3			2636		2636										0					1741	
十八跳Dot快雪伤害单次提高	万花镇派	1		4667	1	3			2636		2636										0					1843	
十九跳Dot快雪伤害单次提高	万花镇派	1		4668	1	3			2636		2636										0					1946	
二十跳Dot快雪伤害单次提高	万花镇派	1		4669	1	3			2636		2636										0					2048	
二十一跳Dot快雪伤害单次提高	万花镇派	1		4670	1	3			2636		2636										0					2150	
七刀减消耗	霸刀镇派	1		4671	1	3	0	0		0	19344	0	0	1024	-120	0	0	0	0	0	0	-5	0	0	0	0	
纯阳_任务_聚气凝神_四象轮回	测试	1		4672	1	3	0	0	0	0	367	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	纯阳/秘笈/任务_聚气凝神_四象轮回.lua
纯阳_任务_聚气凝神_两仪化形	测试	1		4673	1	3	0	0	0	0	301	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	纯阳/秘笈/任务_聚气凝神_两仪化形.lua
日月同辉加破魔伤害	明教镇派	1		4674	1	3			3967		3967															307	
日斩伤害提高	明教镇派	1		4675	1	3			0		1															154	
月斩伤害提高	明教镇派	1		4676	1	3			0		1															154	
鬼斧弩伤害无视防御	唐门镇派	1		4677	1	3	0	0	3367	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	唐门\90级奇穴\鬼斧无视防御.lua
PVE毒经加蛇影伤害	装备	1	增加伤害	4678	1	1			2211		2211															0	五毒\秘笈\蛇影加伤害10.lua
玳弦急曲伤害提高10%	七秀镇派	3		4679	1	3			2707		2707															154	
玳弦急曲伤害提高20%	七秀镇派	3		4680	1	3			2707		2707															307	
玳弦急曲伤害提高30%	七秀镇派	1		4681	1	3	0	0	2707	0	2707	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	461	
两仪伤害提高30%	纯阳镇派	1		4682	1	3			301		301								0							307	
太极_太极无极加30会心会效	纯阳镇派	1		4683	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	纯阳/镇派/太极_太极无极加30会心会效.lua
无极_太极无极加120伤害	纯阳镇派	1		4684	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	1229	
